Organism Name	bases	rel_bases
Pinus lambertiana	2.10824388952e+12	0.000169811652116
Triticum turgidum subsp. durum	2.09658001309e+12	0.000168872167772
unclassified sequences	2.09601332858e+12	0.000168826523322
Shigella sonnei	2.07281254635e+12	0.000166957781674
Arachis hypogaea	2.04879665522e+12	0.000165023385862
Cucumis sativus	2.01782552569e+12	0.000162528769988
Cercocebus atys	2.00648334748e+12	0.000161615197308
Oncorhynchus tshawytscha	2.00178229023e+12	0.000161236543632
Erythranthe guttata	1.97145750059e+12	0.00015879398817
Aegilops tauschii	1.95737306497e+12	0.000157659536272
Malus domestica	1.95533085457e+12	0.000157495043386
Macaca nemestrina	1.94920337854e+12	0.000157001496679
Salix purpurea	1.90095953973e+12	0.000153115624644
Vibrio cholerae	1.88304008821e+12	0.000151672275664
Secale cereale	1.87103020248e+12	0.000150704921485
sediment metagenome	1.84624427182e+12	0.00014870850169
Ginkgo biloba	1.8267146575e+12	0.000147135459743
Pygoscelis adeliae	1.78783423366e+12	0.000144003777948
Quercus robur	1.78242296714e+12	0.000143567919406
plant metagenome	1.75498625488e+12	0.000141357988449
Chlorocebus aethiops	1.75431901463e+12	0.000141304244586
Fasciola hepatica	1.74589210479e+12	0.00014062548655
Crassostrea gigas	1.74580994544e+12	0.000140618868903
Pan paniscus	1.7088604755e+12	0.000137642718673
Papio cynocephalus	1.7003319088e+12	0.000136955772533
Mus spretus	1.67453134872e+12	0.000134877627896
Mycobacterium tuberculosis complex bacterium	1.67051047922e+12	0.000134553760958
Mycobacterium tuberculosis H37Rv	1.62680692170e+12	0.00013103359266
Locusta migratoria	1.62581046776e+12	0.000130953331789
Prunus mume	1.62499972644e+12	0.000130888029419
Pan troglodytes verus	1.62157470635e+12	0.000130612156062
hydrocarbon metagenome	1.61442245105e+12	0.000130036066979
Ficedula hypoleuca	1.59311269216e+12	0.000128319640629
hot springs metagenome	1.58818833758e+12	0.000127923001136
Mustela putorius furo	1.58294902333e+12	0.000127500992747
Plasmodium falciparum 3D7	1.55798914241e+12	0.000125490561868
Calidris pugnax	1.55708541974e+12	0.000125417770176
Candida albicans	1.541510213e+12	0.000124163241893
fungus metagenome	1.54099692528e+12	0.000124121898366
Heterocephalus glaber	1.52841363709e+12	0.00012310835863
Lynx pardinus	1.50778236207e+12	0.000121446581777
Daphnia magna	1.49798521035e+12	0.000120657455563
synthetic metagenome	1.49294376823e+12	0.000120251385079
Capra aegagrus	1.49147680134e+12	0.000120133226041
Cicer arietinum	1.49068239503e+12	0.000120069239398
Pisum sativum	1.4881171172e+12	0.000119862615265
hydrothermal vent metagenome	1.48777793575e+12	0.000119835295388
Cucumis melo	1.48638353619e+12	0.000119722981393
Pristionchus pacificus	1.48396494212e+12	0.000119528172122
Triticum urartu	1.48355603715e+12	0.000119495236261
Eucalyptus grandis	1.46960852478e+12	0.000118371813051
Drosophila pseudoobscura	1.46018683958e+12	0.000117612929348
Gadus morhua	1.44921922281e+12	0.000116729526279
Physcomitrella patens	1.44804823822e+12	0.000116635207576
Lates calcarifer	1.442306234e+12	0.000116172709272
Oncorhynchus kisutch	1.4322917958e+12	0.000115366081394
Aspergillus niger	1.42073491114e+12	0.000114435214862
microbial mat metagenome	1.42055557654e+12	0.000114420770089
Shigella flexneri	1.40893013953e+12	0.000113484381906
Chlorocebus pygerythrus	1.4078465138e+12	0.000113397099653
Daphnia pulex	1.40554476838e+12	0.000113211702132
Legionella pneumophila	1.40295666462e+12	0.00011300323945
Camelus dromedarius	1.40140185671e+12	0.000112878005125
terrestrial metagenome	1.39316891674e+12	0.000112214870682
unclassified Bacteria (miscellaneous)	1.38956475019e+12	0.000111924567705
Escherichia coli K-12	1.38191926626e+12	0.000111308750786
Burkholderia pseudomallei	1.37422857612e+12	0.000110689292665
Notamacropus eugenii	1.37269233332e+12	0.000110565553694
Ambystoma mexicanum	1.34662741937e+12	0.00010846611628
Aspergillus fumigatus	1.34287957538e+12	0.000108164240589
Rhinopithecus bieti	1.33699996905e+12	0.000107690658919
Ursus arctos	1.33355377238e+12	0.000107413079861
Mus musculus castaneus	1.33269477614e+12	0.000107343890727
Parus major	1.33124590037e+12	0.000107227188864
Beta vulgaris subsp. vulgaris	1.33033151521e+12	0.000107153538347
Pongo abelii	1.30443507726e+12	0.000105067671083
salt lake metagenome	1.30270121448e+12	0.000104928014516
Bubalus bubalis	1.29818744268e+12	0.000104564446027
Nilaparvata lugens	1.28397841129e+12	0.000103419958377
Ceratodon purpureus	1.28374136525e+12	0.00010340086515
Gorilla beringei	1.28015597295e+12	0.000103112074373
Linum usitatissimum	1.27854888975e+12	0.000102982629457
Anas platyrhynchos	1.27529075665e+12	0.000102720198261
Hipposideros armiger	1.27115354197e+12	0.000102386960127
Neurospora crassa OR74A	1.26523272038e+12	0.000101910058711
Mammuthus primigenius	1.26240266229e+12	0.000101682107456
Capsicum annuum	1.26126074764e+12	0.000101590130236
Acyrthosiphon pisum	1.25843587665e+12	0.000101362596784
Boechera stricta	1.25800989978e+12	0.000101328285841
Timema cristinae	1.25428724266e+12	0.000101028438864
Larimichthys crocea	1.2451181022e+12	0.000100289896755
Leishmania donovani	1.24376361905e+12	0.000100180797887
Phoenix dactylifera	1.23363541671e+12	9.93650067057e-05
Coturnix japonica	1.2314076706e+12	9.91855695689e-05
Trypanosoma brucei	1.22133087529e+12	9.83739190444e-05
freshwater sediment metagenome	1.21122311163e+12	9.75597741271e-05
Rana catesbeiana	1.20386908334e+12	9.69674329377e-05
Ovis orientalis	1.19634841349e+12	9.63616693547e-05
Poecilia reticulata	1.19027826524e+12	9.58727402002e-05
Lagenaria siceraria	1.17960720664e+12	9.5013223851e-05
biofilm metagenome	1.168360062e+12	9.41073057912e-05
Brugia malayi	1.16692996871e+12	9.3992116792e-05
Oreochromis niloticus	1.15618430111e+12	9.31265909498e-05
Columba livia	1.15482230839e+12	9.30168872123e-05
Astatotilapia	1.1529253029e+12	9.28640900726e-05
Salmonella enterica subsp. enterica serovar Enteritidis	1.14493841883e+12	9.22207745691e-05
Phytophthora infestans	1.14368004679e+12	9.21194171145e-05
Medicago sativa	1.14028786216e+12	9.18461885381e-05
Saccharomyces cerevisiae W303	1.1401673779e+12	9.18364839537e-05
Astyanax mexicanus	1.13717813687e+12	9.15957110709e-05
Sesamum indicum	1.13529914938e+12	9.14443652182e-05
Brachypodium hybridum	1.13255423763e+12	9.12232722022e-05
Meleagris gallopavo	1.12904518755e+12	9.0940630524e-05
Ctenopharyngodon idella	1.1272551644e+12	9.07964504363e-05
Fraxinus excelsior	1.12719367683e+12	9.07914978282e-05
Panax notoginseng	1.11250585727e+12	8.96084454701e-05
Corvus cornix cornix	1.10470501809e+12	8.898011523e-05
Oryza rufipogon	1.09583447596e+12	8.8265624169e-05
Sus scrofa domesticus	1.09424649825e+12	8.81377181329e-05
Prunus persica	1.08663203453e+12	8.75243997822e-05
termite gut metagenome	1.08441241943e+12	8.734561757e-05
Setaria italica	1.0833950742e+12	8.7263673979e-05
wetland metagenome	1.0753600547e+12	8.66164813356e-05
root metagenome	1.07376641844e+12	8.64881195233e-05
Brachypodium stacei	1.06726962281e+12	8.59648254185e-05
Drosophila yakuba	1.06543667307e+12	8.5817187745e-05
biogas fermenter metagenome	1.05229055706e+12	8.47583142012e-05
Oryza glaberrima	1.04262607783e+12	8.39798742905e-05
Nicotiana attenuata	1.04008216066e+12	8.37749706832e-05
Menidia menidia	1.02262757941e+12	8.23690653736e-05
Monodelphis domestica	1.01164271774e+12	8.14842732875e-05
Propithecus coquereli	1.00844480656e+12	8.12266927559e-05
Cryptococcus neoformans var. grubii	9.89288070193e+11	7.96836848208e-05
Bos taurus x Bos indicus	9.88751496382e+11	7.9640465682e-05
mixed culture	9.85763024121e+11	7.93997547213e-05
Melampsora larici-populina	9.84274657094e+11	7.92798719767e-05
Acinetobacter baumannii 34654	9.8161887375e+11	7.90659579416e-05
Gossypium	9.70363113651e+11	7.81593459373e-05
crustacean metagenome	9.68697312683e+11	7.8025171511e-05
Tribolium castaneum	9.60782491719e+11	7.7387660438e-05
Marmota monax	9.50849914578e+11	7.65876261808e-05
Acropora digitifera	9.47791029389e+11	7.63412437057e-05
Ailuropoda melanoleuca	9.4725459924e+11	7.62980361384e-05
Ascaris suum	9.47002147055e+11	7.62777020002e-05
Mycobacterium bovis	9.45293898699e+11	7.61401085856e-05
Pongo pygmaeus	9.3769471388e+11	7.55280208972e-05
Austrofundulus limnaeus	9.37450013068e+11	7.55083111049e-05
Zymoseptoria tritici	9.35263299077e+11	7.53321789613e-05
Raphanus sativus	9.35060812982e+11	7.53158694165e-05
Clupea harengus	9.2916451622e+11	7.48409433894e-05
Ictalurus punctatus	9.20333790634e+11	7.4129659411e-05
Mycoplasma pneumoniae M129	9.15623908303e+11	7.37502949059e-05
Bathymodiolus platifrons	9.13841029635e+11	7.36066902813e-05
Gossypium arboreum	9.12499526091e+11	7.34986368753e-05
Cynops pyrrhogaster	9.11854374738e+11	7.34466721962e-05
Otolemur garnettii	9.09486691296e+11	7.32559635979e-05
Tursiops truncatus	9.06523583099e+11	7.30172956237e-05
Triticum monococcum	8.98633911831e+11	7.23818102705e-05
Avena sativa	8.97656308508e+11	7.23030677511e-05
Manihot esculenta subsp. flabellifolia	8.95023801801e+11	7.20910285675e-05
Trichoderma reesei	8.93248890871e+11	7.19480657164e-05
Fragaria x ananassa	8.88620674372e+11	7.15752791076e-05
Chlamydia trachomatis	8.8532421227e+11	7.13097606453e-05
Anopheles merus	8.85063976444e+11	7.12887995621e-05
Hepatitis C virus	8.78808301339e+11	7.07849268698e-05
Camellia sinensis	8.78693825778e+11	7.07757062648e-05
Chinchilla lanigera	8.78683011268e+11	7.07748351939e-05
Chenopodium quinoa	8.78354669823e+11	7.0748388442e-05
bovine metagenome	8.76042407192e+11	7.05621437957e-05
Fusarium graminearum	8.67186916731e+11	6.98488650935e-05
Helianthus annuus	8.66993770641e+11	6.98333078532e-05
Coprinopsis cinerea	8.59468729007e+11	6.92271921384e-05
peat metagenome	8.55163737309e+11	6.88804401539e-05
Oncorhynchus nerka	8.51945806387e+11	6.86212471028e-05
Influenza A virus	8.51482884715e+11	6.85839603855e-05
Ipomoea nil	8.51137751534e+11	6.8556161118e-05
Phyllostachys edulis	8.4304989923e+11	6.79047129774e-05
Salmonella sp.	8.39509984269e+11	6.76195852411e-05
Trypanosoma brucei brucei	8.3713276683e+11	6.74281087128e-05
Human immunodeficiency virus 1	8.36962351971e+11	6.74143823935e-05
Salvia miltiorrhiza	8.35464984911e+11	6.72937747278e-05
Aplysia californica	8.34104478297e+11	6.7184190691e-05
indoor metagenome	8.31222401142e+11	6.69520494831e-05
Physeter catodon	8.2458192167e+11	6.64171821484e-05
Melanogrammus aeglefinus	8.24329241897e+11	6.63968296788e-05
Lutzomyia longipalpis	8.23944977678e+11	6.63658785435e-05
Solanum pennellii	8.17040802655e+11	6.58097714569e-05
Drosophila pseudoobscura pseudoobscura	8.14608493245e+11	6.56138574636e-05
Nipponia nippon	8.1424478e+11	6.55845616372e-05
Gossypium raimondii	8.14178217173e+11	6.55792002349e-05
Trichechus manatus latirostris	8.05237730818e+11	6.48590754115e-05
Streptococcus suis	8.03555183677e+11	6.47235521396e-05
Protobothrops mucrosquamatus	7.99934239022e+11	6.44318977456e-05
Marchantia polymorpha	7.97858249153e+11	6.42646840417e-05
Haplochromis burtoni	7.97327203613e+11	6.42219101857e-05
Populus tremula x Populus alba	7.94616406562e+11	6.40035649895e-05
Citrullus lanatus	7.87019981341e+11	6.3391699577e-05
Bemisia tabaci	7.84638797708e+11	6.31999035857e-05
Astatotilapia calliptera	7.84355712467e+11	6.31771020623e-05
Cyprinus carpio	7.82282792174e+11	6.3010135602e-05
Plasmodium chabaudi	7.7609263755e+11	6.25115403547e-05
Spermophilus dauricus	7.7593505756e+11	6.24988478391e-05
Arabidopsis	7.738676464e+11	6.23323251201e-05
Camelus bactrianus	7.65821780929e+11	6.16842588717e-05
Pseudomonas aeruginosa PAO1	7.6219910644e+11	6.13924651456e-05
Pyrus x bretschneideri	7.51886747129e+11	6.05618407664e-05
Campylobacter coli	7.49045919775e+11	6.03330220853e-05
uncultured bacterium	7.41823529037e+11	5.97512838388e-05
Brassica juncea	7.38087028151e+11	5.94503217956e-05
Nicotiana tomentosiformis	7.37941369527e+11	5.94385895042e-05
Aegilops sharonensis	7.33602339609e+11	5.90890958604e-05
Cannabis sativa	7.32977572096e+11	5.90387730282e-05
Micromonas pusilla	7.32123201656e+11	5.89699564853e-05
Bicyclus anynana	7.31342400437e+11	5.89070656852e-05
Cephalotus follicularis	7.23909068418e+11	5.83083368583e-05
Helicobacter pylori	7.2251700159e+11	5.8196210757e-05
Castor canadensis	7.1966939143e+11	5.79668457446e-05
Euperipatoides rowelli	7.1903055844e+11	5.79153899875e-05
Loxodonta africana	7.18736839791e+11	5.78917319804e-05
Yersinia pestis	7.13734362842e+11	5.74888000048e-05
Dianthus caryophyllus	7.04237676377e+11	5.6723875213e-05
Cryptococcus neoformans	7.03696253232e+11	5.66802654773e-05
Arabidopsis arenosa	6.99718455768e+11	5.63598678409e-05
annelid metagenome	6.96497432839e+11	5.61004257395e-05
Pisum sativum subsp. sativum	6.94004376354e+11	5.58996187823e-05
Strongylocentrotus purpuratus	6.92711098104e+11	5.57954497545e-05
Agave tequilana	6.90619660009e+11	5.56269917502e-05
Heliconius erato	6.90427653566e+11	5.56115263045e-05
Porphyra umbilicalis	6.89984656014e+11	5.55758444052e-05
Dionaea muscipula	6.88923227473e+11	5.54903500585e-05
Populus balsamifera	6.86681630425e+11	5.53097972771e-05
Puccinia graminis f. sp. tritici	6.82564877788e+11	5.49782072888e-05
Humulus lupulus var. lupulus	6.80860640974e+11	5.48409369898e-05
Citrus maxima	6.80514485129e+11	5.48130553504e-05
Ficedula albicollis	6.79786658064e+11	5.47544314327e-05
Aotus nancymaae	6.79018910712e+11	5.46925920758e-05
Phascolarctos cinereus	6.78394947971e+11	5.46423340651e-05
Pan troglodytes schweinfurthii	6.76394854052e+11	5.44812335139e-05
Saccharomyces cerevisiae BY4741	6.75033308436e+11	5.43715657892e-05
Lactuca sativa	6.72469894068e+11	5.41650917512e-05
Capra ibex	6.71401524042e+11	5.40790382922e-05
Toxoplasma gondii	6.71289177452e+11	5.40699891683e-05
Macaca fuscata	6.71014118109e+11	5.40478341028e-05
Panthera tigris tigris	6.69604596114e+11	5.3934302049e-05
Bacillus subtilis	6.695206183e+11	5.39275379306e-05
Balaenoptera acutorostrata	6.68457253904e+11	5.38418876575e-05
Ectopistes migratorius	6.66132275374e+11	5.36546187901e-05
Esox lucius	6.65169245857e+11	5.35770501397e-05
Aspergillus nidulans	6.6341992641e+11	5.34361485928e-05
subsurface metagenome	6.57860284161e+11	5.29883389061e-05
Arabis alpina	6.56814744722e+11	5.29041243708e-05
food metagenome	6.55779438031e+11	5.28207340475e-05
Escherichia coli B str. REL606	6.52406371334e+11	5.25490453537e-05
Arctocephalus gazella	6.51787645134e+11	5.2499209128e-05
Odocoileus virginianus texanus	6.49702788476e+11	5.23312812354e-05
Carica papaya	6.49461566308e+11	5.23118516357e-05
Pseudomonas aeruginosa PA14	6.44734048715e+11	5.1931066672e-05
Mizuhopecten yessoensis	6.43979827054e+11	5.18703167621e-05
Panthera pardus	6.4385269974e+11	5.18600771028e-05
Camelus ferus	6.4375062856e+11	5.18518556272e-05
Corvus corone corone	6.43566688455e+11	5.18370398968e-05
Emberizinae	6.4320151972e+11	5.18076268357e-05
Orcinus orca	6.41697360688e+11	5.16864721005e-05
Nematostella vectensis	6.38917939954e+11	5.14625995072e-05
Dracunculus medinensis	6.38184727828e+11	5.14035418417e-05
Lasius niger	6.35725094105e+11	5.12054269708e-05
Mus caroli	6.34777129893e+11	5.11290717778e-05
Ovis canadensis	6.33811541551e+11	5.1051297023e-05
Drosophila miranda	6.33241750257e+11	5.10054023324e-05
Musca domestica	6.32099342953e+11	5.09133854303e-05
Prunus armeniaca	6.3177184202e+11	5.08870063786e-05
Mus musculus x Mus spretus	6.27954593235e+11	5.05795403753e-05
Tetrahymena thermophila	6.2733476907e+11	5.05296157124e-05
Dunaliella salina	6.27246749072e+11	5.05225260102e-05
Gallus gallus gallus	6.26672463578e+11	5.04762693276e-05
Myzus persicae	6.26450727299e+11	5.04584092479e-05
Olea europaea subsp. europaea	6.25055351903e+11	5.0346016653e-05
Eurytemora affinis	6.24163774368e+11	5.02742032092e-05
Ziziphus jujuba	6.15356344303e+11	4.95647956033e-05
Maylandia zebra	6.13762001478e+11	4.94363768798e-05
Ipomoea batatas	6.13581470138e+11	4.94218357134e-05
Cerapachys biroi	6.09387409168e+11	4.908401881e-05
Eriocheir sinensis	6.06794999144e+11	4.88752092737e-05
Deinagkistrodon acutus	6.04558275426e+11	4.86950490219e-05
Mesocricetus auratus	6.02413002114e+11	4.85222547797e-05
Panicum capillare	5.9776901752e+11	4.81481981061e-05
Plasmodium berghei	5.95014540545e+11	4.79263346452e-05
Haliotis discus hannai	5.92704497633e+11	4.77402687895e-05
Pan troglodytes ellioti	5.90222357142e+11	4.75403410773e-05
Heliconius melpomene melpomene x Heliconius melpomene rosina	5.8992246113e+11	4.75161855052e-05
Camelina sativa	5.89143353588e+11	4.74534311249e-05
Sarcophilus harrisii	5.86532428953e+11	4.72431303015e-05
Odobenus rosmarus divergens	5.86429928064e+11	4.72348742143e-05
Myodes glareolus	5.86076989904e+11	4.72064462832e-05
Microtus ochrogaster	5.85390624024e+11	4.71511619186e-05
Ixodes scapularis	5.85376712042e+11	4.71500413572e-05
Heliconius melpomene	5.85038639185e+11	4.71228107741e-05
Solanum habrochaites	5.83823180128e+11	4.70249098094e-05
Saccharum hybrid cultivar SP80-3280	5.82338494287e+11	4.69053235714e-05
Alligator mississippiensis	5.81016211782e+11	4.67988183526e-05
Dichanthelium oligosanthes	5.78795411148e+11	4.66199406495e-05
Macrostomum lignano	5.76760990839e+11	4.64560752279e-05
Arabidopsis lyrata	5.67349576593e+11	4.56980188143e-05
Zostera marina	5.64721210033e+11	4.5486313105e-05
Erigeron breviscapus	5.63199668841e+11	4.53637582978e-05
Modiolus philippinarum	5.59988325e+11	4.51050958129e-05
Felis nigripes	5.59380498455e+11	4.50561375162e-05
Ficedula speculigera	5.5679683715e+11	4.48480326585e-05
Parasteatoda tepidariorum	5.52360040716e+11	4.44906642647e-05
Phaeodactylum tricornutum	5.51981208389e+11	4.44601506492e-05
Numida meleagris	5.51228662603e+11	4.43995357252e-05
Azumapecten farreri	5.49931846006e+11	4.4295081696e-05
Hevea brasiliensis	5.48956572405e+11	4.42165268275e-05
Vigna unguiculata subsp. unguiculata	5.48908816962e+11	4.4212680294e-05
Enterobacter cloacae	5.47253298783e+11	4.40793341103e-05
Strongyloides stercoralis	5.45627892348e+11	4.39484133219e-05
microbial fuel cell metagenome	5.44952807358e+11	4.38940375934e-05
Scophthalmus maximus	5.43880222968e+11	4.38076446821e-05
Ruminiclostridium thermocellum ATCC 27405	5.43838590019e+11	4.3804291294e-05
Drosophila virilis	5.43191471329e+11	4.37521681529e-05
Sporobolus michauxianus	5.431096642e+11	4.37455788755e-05
Oryza officinalis	5.42282109918e+11	4.36789222802e-05
Pan troglodytes troglodytes	5.42186370354e+11	4.3671210794e-05
Balaena mysticetus	5.41001773497e+11	4.35757956713e-05
Panicum hallii var. hallii	5.39718955506e+11	4.34724691807e-05
Urocyon littoralis	5.389625936e+11	4.34115468816e-05
