# Chromosome lengths (order matters):
# CRM chr1	195471971
# CRM chr2	182113224
# CRM chr3	160039680
# CRM chr4	156508116
# CRM chr5	151834684
# CRM chr6	149736546
# CRM chr7	145441459
# CRM chr8	129401213
# CRM chr9	124595110
# CRM chr10	130694993
# CRM chr11	122082543
# CRM chr12	120129022
# CRM chr13	120421639
# CRM chr14	124902244
# CRM chr15	104043685
# CRM chr16	98207768
# CRM chr17	94987271
# CRM chr18	90702639
# CRM chr19	61431566
# CRM chrX	171031299
# CRM chrY	91744698
# CRM chrM	16299
# Mapped	reads count by iteration
# MAPPED 1 34
# MAPPED 2 63
HWI-D00733:75:C8DV0ANXX:3:2104:7884:51256	chrX	122380192	0	75	122380008	122380369
HWI-D00733:75:C8DV0ANXX:3:2111:10833:49127	chr18	65177587	1	69	65177454	65177959
HWI-D00733:75:C8DV0ANXX:3:2209:15162:37958	chr1	188693904	0	61	188693844	188694389
HWI-D00733:75:C8DV0ANXX:3:2209:17243:79281	chr6	103941641	1	75	103941391	103941871
HWI-D00733:75:C8DV0ANXX:3:2215:10257:95317	chr2	73765986	1	67	73765314	73766104
HWI-D00733:75:C8DV0ANXX:3:2314:16694:45856	chr3	8070938	1	75	8070603	8071046
HWI-D00733:75:C8DV0ANXX:3:2316:6471:69664	chr8	79021738	0	75	79021397	79022667
HWI-D00733:75:C8DV0ANXX:4:1101:16140:10362	chr1	80352303	0	75	80352150	80352917
HWI-D00733:75:C8DV0ANXX:4:1110:12685:87549~2~	chr15	78791593	0	55	78791590	78791765
HWI-D00733:75:C8DV0ANXX:4:1110:18653:62264	chr5	13489676	0	35	13489642	13490439|||HWI-D00733:75:C8DV0ANXX:4:1110:18653:62264~2~	chr9	16223736	1	40	16223736	16224140
HWI-D00733:75:C8DV0ANXX:4:1211:2408:86428	chr2	83906373	1	75	83905434	83907005
HWI-D00733:75:C8DV0ANXX:4:1304:12861:60795	chr15	82615298	1	75	82614468	82615457
HWI-D00733:75:C8DV0ANXX:4:1304:16146:6851	chr12	41948749	1	75	41948749	41949231
HWI-D00733:75:C8DV0ANXX:4:1305:20839:80302	chr3	17379456	1	41	17379268	17379493|||HWI-D00733:75:C8DV0ANXX:4:1305:20839:80302~2~	chr9	12218766	0	34	12218763	12219125
HWI-D00733:75:C8DV0ANXX:4:2203:13375:88670	chr4	37624010	0	75	37623944	37624159
HWI-D00733:75:C8DV0ANXX:4:2207:17229:17021	chr1	59749337	1	75	59748519	59749414
HWI-D00733:75:C8DV0ANXX:4:2308:20642:25729	chr12	21473528	1	75	21473055	21473654
HWI-D00733:75:C8DV0ANXX:5:1304:13833:5721	chrX	63752050	1	75	63750170	63752227
HWI-D00733:75:C8DV0ANXX:5:1304:5613:74215	chr11	75308827	1	75	75308548	75309007
HWI-D00733:75:C8DV0ANXX:5:2215:3652:90371	chr15	70172819	1	75	70172441	70172884
HWI-D00733:75:C8DV0ANXX:5:2308:13616:41779	chr7	119207567	1	75	119207125	119207965
HWI-D00733:75:C8DV0ANXX:5:2312:9454:34775	chr10	79427791	1	75	79427723	79427848
HWI-D00733:75:C8DV0ANXX:6:1102:15206:100028	chr5	134120794	0	40	134120755	134121741|||HWI-D00733:75:C8DV0ANXX:6:1102:15206:100028~2~	chr5	131085365	0	35	131085362	131085855
HWI-D00733:75:C8DV0ANXX:6:1109:1889:28781	chr3	94479790	0	49	94479742	94480011|||HWI-D00733:75:C8DV0ANXX:6:1109:1889:28781~2~	chr3	94816862	1	26	94816862	94817125
HWI-D00733:75:C8DV0ANXX:6:1110:16022:51221	chr5	16771623	1	75	16771016	16771821
HWI-D00733:75:C8DV0ANXX:6:1115:9309:10686	chr7	84338146	0	75	84337950	84338554
HWI-D00733:75:C8DV0ANXX:6:1116:15368:15763	chrX	108958444	1	75	108958433	108958629
HWI-D00733:75:C8DV0ANXX:6:1207:14052:49097	chr7	118782813	1	41	118781953	118782850|||HWI-D00733:75:C8DV0ANXX:6:1207:14052:49097~2~	chr7	118732499	0	34	118732496	118732507
HWI-D00733:75:C8DV0ANXX:6:1208:20101:40100	chr6	135672965	1	75	135672927	135673319
HWI-D00733:75:C8DV0ANXX:6:1211:16302:100437~2~	chr14	103213573	0	57	103213259	103213578
HWI-D00733:75:C8DV0ANXX:6:2110:6202:101025	chr5	26606986	0	75	26606911	26607394
HWI-D00733:75:C8DV0ANXX:6:2111:15669:97140	chr18	40015788	1	75	40015035	40015913
HWI-D00733:75:C8DV0ANXX:6:2201:1408:18854	chrX	164161361	0	68	164161221	164161399
HWI-D00733:75:C8DV0ANXX:7:1211:8753:52284	chr16	66297761	0	75	66297619	66297974
HWI-D00733:75:C8DV0ANXX:7:1314:10648:14058	chr1	165477156	1	32	165476911	165477184|||HWI-D00733:75:C8DV0ANXX:7:1314:10648:14058~2~	chr11	104412416	0	43	104412413	104412497
HWI-D00733:75:C8DV0ANXX:7:2111:18356:35619	chr4	101360190	1	35	101359527	101360221|||HWI-D00733:75:C8DV0ANXX:7:2111:18356:35619~2~	chr4	67163165	0	40	67163162	67163259
HWI-D00733:75:C8DV0ANXX:7:2301:8428:42223	chr6	71046511	0	75	71046439	71046726
HWI-D00733:75:C8DV0ANXX:7:2309:14499:71559	chr16	32835755	0	19	32835733	32835827|||HWI-D00733:75:C8DV0ANXX:7:2309:14499:71559~2~	chr6	54800630	0	48	54799977	54800911
HWI-D00733:75:C8DV0ANXX:7:2315:8388:71977	chr13	29523101	1	75	29522483	29523172
HWI-D00733:75:C8DV0ANXX:8:1103:1693:44711	chr3	148861897	1	75	148861837	148861986
HWI-D00733:75:C8DV0ANXX:8:1202:6398:97547	chr17	91653066	1	75	91652420	91653412
HWI-D00733:75:C8DV0ANXX:8:1208:11101:53878	chr5	142917222	1	75	142917098	142917307
HWI-D00733:75:C8DV0ANXX:8:1216:2176:76077	chr4	57689095	1	75	57688476	57689216
HWI-D00733:75:C8DV0ANXX:8:1306:4042:69690	chr1	89760501	1	62	89760496	89760559
HWI-D00733:75:C8DV0ANXX:8:1309:11960:67847~2~	chrX	166966192	0	54	166965352	166966563
HWI-D00733:75:C8DV0ANXX:8:2111:20732:44777	chr18	77115070	0	75	77114940	77115293
HWI-D00733:75:C8DV0ANXX:8:2202:17450:47046	chr1	77903590	0	75	77903434	77903718
HWI-D00733:75:C8DV0ANXX:8:2214:14148:83439	chr4	29330583	0	75	29330365	29331487
HWI-D00733:75:C8DV0ANXX:8:2311:11277:101061	chr4	51613930	1	75	51613715	51614196
HWI-D00733:75:C8DV0ANXX:8:2315:11618:30721	chr6	43023661	1	75	43023653	43023773
HWI-D00733:75:C8DV0ANXX:8:2315:3977:54335	chr2	98667006	0	75	98666045	98668221
