# Chromosome lengths (order matters):
# CRM chr1	195471971
# CRM chr2	182113224
# CRM chr3	160039680
# CRM chr4	156508116
# CRM chr5	151834684
# CRM chr6	149736546
# CRM chr7	145441459
# CRM chr8	129401213
# CRM chr9	124595110
# CRM chr10	130694993
# CRM chr11	122082543
# CRM chr12	120129022
# CRM chr13	120421639
# CRM chr14	124902244
# CRM chr15	104043685
# CRM chr16	98207768
# CRM chr17	94987271
# CRM chr18	90702639
# CRM chr19	61431566
# CRM chrX	171031299
# CRM chrY	91744698
# CRM chrM	16299
# Mapped	reads count by iteration
# MAPPED 1 35
# MAPPED 2 62
HWI-D00733:75:C8DV0ANXX:1:2111:7661:96486	chr7	100307471	0	75	100307380	100308479
HWI-D00733:75:C8DV0ANXX:1:2201:13586:41998	chr11	24587923	1	57	24587815	24587976
HWI-D00733:75:C8DV0ANXX:1:2216:8203:44067	chr17	45242001	0	75	45241848	45242665
HWI-D00733:75:C8DV0ANXX:1:2311:12327:73744	chr1	52564718	1	75	52563862	52564864
HWI-D00733:75:C8DV0ANXX:2:1101:3983:52176	chr10	18591243	1	75	18591133	18591477
HWI-D00733:75:C8DV0ANXX:2:1105:8750:20181~2~	chr2	31346484	0	64	31346481	31349007
HWI-D00733:75:C8DV0ANXX:2:1111:12169:7048	chr1	48668180	1	53	48666614	48668229|||HWI-D00733:75:C8DV0ANXX:2:1111:12169:7048~2~	chr1	49652567	0	22	49652564	49652931
HWI-D00733:75:C8DV0ANXX:2:1112:1938:82015	chr10	125704241	0	75	125704134	125704463
HWI-D00733:75:C8DV0ANXX:2:1202:12513:73904	chr6	133484235	0	75	133484101	133484433
HWI-D00733:75:C8DV0ANXX:2:1206:10165:90922	chr6	51309743	0	50	51309694	51309826|||HWI-D00733:75:C8DV0ANXX:2:1206:10165:90922~2~	chr6	51212496	0	25	51212493	51212712
HWI-D00733:75:C8DV0ANXX:2:1309:13584:34088	chr17	8669684	1	75	8669235	8669764
HWI-D00733:75:C8DV0ANXX:2:1310:16130:38619	chr5	3828310	1	75	3828146	3828328
HWI-D00733:75:C8DV0ANXX:2:2101:4666:18965	chrX	158320403	0	75	158320311	158320646
HWI-D00733:75:C8DV0ANXX:2:2201:11749:37241	chr17	85297013	0	51	85296963	85297671|||HWI-D00733:75:C8DV0ANXX:2:2201:11749:37241~2~	chr1	29815121	1	24	29815121	29815575
HWI-D00733:75:C8DV0ANXX:2:2208:19000:83392	chr14	30842978	0	75	30842724	30843559
HWI-D00733:75:C8DV0ANXX:2:2212:12828:70940~2~	chr6	21371141	1	31	21371141	21371846
HWI-D00733:75:C8DV0ANXX:2:2302:13135:5366	chr6	125630215	1	75	125630054	125630443
HWI-D00733:75:C8DV0ANXX:2:2306:2191:13511	chr14	13395042	1	75	13394352	13395341
HWI-D00733:75:C8DV0ANXX:3:1115:10500:65542	chr6	39426041	1	75	39425538	39426098
HWI-D00733:75:C8DV0ANXX:3:1306:16377:16881	chr10	111515161	0	75	111515003	111515262
HWI-D00733:75:C8DV0ANXX:3:1315:5230:68133	chr4	140407259	1	64	140406246	140407319
HWI-D00733:75:C8DV0ANXX:3:1315:7524:77171	chr18	3145960	1	75	3145825	3145990
HWI-D00733:75:C8DV0ANXX:3:2104:7884:51256	chrX	89536774	1	53	89536631	89536823
HWI-D00733:75:C8DV0ANXX:3:2209:15162:37958	chr1	188640062	1	61	188639688	188640119
HWI-D00733:75:C8DV0ANXX:3:2209:17243:79281	chr5	127443835	1	52	127443688	127444198
HWI-D00733:75:C8DV0ANXX:3:2215:10257:95317~2~	chr11	41856980	0	55	41856977	41857185
HWI-D00733:75:C8DV0ANXX:3:2314:16694:45856	chr3	8125595	0	75	8125428	8126159
HWI-D00733:75:C8DV0ANXX:4:1101:16140:10362	chr1	80265330	1	75	80264830	80265514
HWI-D00733:75:C8DV0ANXX:4:1110:12685:87549	chr15	78791438	1	75	78791209	78791590
HWI-D00733:75:C8DV0ANXX:4:1110:18653:62264	chr9	16223872	0	75	16223736	16224140
HWI-D00733:75:C8DV0ANXX:4:1211:2408:86428	chrX	99138792	0	75	99138711	99138926
HWI-D00733:75:C8DV0ANXX:4:1304:12861:60795~2~	chr15	82615775	0	23	82615772	82616203
HWI-D00733:75:C8DV0ANXX:4:1304:16146:6851	chr4	129163654	0	47	129163608	129164119|||HWI-D00733:75:C8DV0ANXX:4:1304:16146:6851~2~	chr12	41949234	0	28	41949231	41949345
HWI-D00733:75:C8DV0ANXX:4:1305:20839:80302	chr9	12218619	1	75	12217571	12218763
HWI-D00733:75:C8DV0ANXX:4:2106:3081:8410	chr11	87881013	0	75	87880814	87881031
HWI-D00733:75:C8DV0ANXX:4:2203:13375:88670	chr4	37640537	0	62	37640476	37641697
HWI-D00733:75:C8DV0ANXX:4:2207:17229:17021	chr5	73185067	1	75	73184688	73185155
HWI-D00733:75:C8DV0ANXX:4:2308:20642:25729	chr12	21451930	1	75	21451539	21452036
HWI-D00733:75:C8DV0ANXX:5:1304:13833:5721	chrX	51655029	0	75	51654943	51656268
HWI-D00733:75:C8DV0ANXX:5:1304:5613:74215	chr11	75301311	1	22	75301208	75301329|||HWI-D00733:75:C8DV0ANXX:5:1304:5613:74215~2~	chr11	75309010	0	53	75309007	75309482
HWI-D00733:75:C8DV0ANXX:5:2111:5882:36699	chr10	94003054	0	75	94002514	94003189
HWI-D00733:75:C8DV0ANXX:5:2215:3652:90371	chr1	52028599	1	75	52027266	52028694
HWI-D00733:75:C8DV0ANXX:5:2308:13616:41779	chr7	119207907	0	75	119207125	119207965
HWI-D00733:75:C8DV0ANXX:5:2312:9454:34775	chr10	79428129	0	75	79428126	79428351
HWI-D00733:75:C8DV0ANXX:6:1102:15206:100028	chr5	131084930	1	75	131083205	131084938
HWI-D00733:75:C8DV0ANXX:6:1109:1889:28781	chr3	94816983	0	73	94816862	94817125
HWI-D00733:75:C8DV0ANXX:6:1115:9309:10686	chr7	85249459	0	75	85249259	85250123
HWI-D00733:75:C8DV0ANXX:6:1116:15368:15763	chrX	97365113	0	75	97365106	97365727
HWI-D00733:75:C8DV0ANXX:6:1207:14052:49097	chr7	118732363	1	75	118730608	118732496
HWI-D00733:75:C8DV0ANXX:6:1208:20101:40100	chr6	136192958	0	48	136192955	136193260|||HWI-D00733:75:C8DV0ANXX:6:1208:20101:40100~2~	chr6	135673322	0	25	135673319	135673538
HWI-D00733:75:C8DV0ANXX:6:1211:16302:100437	chr14	103213394	1	75	103213259	103213578
HWI-D00733:75:C8DV0ANXX:6:2111:15669:97140	chr18	84973229	1	75	84972717	84973384
HWI-D00733:75:C8DV0ANXX:6:2201:1408:18854	chr1	161893536	0	74	161893074	161895184
HWI-D00733:75:C8DV0ANXX:6:2210:16919:63394	chr1	77643242	1	75	77642566	77643671
HWI-D00733:75:C8DV0ANXX:6:2313:19511:78239	chr7	100427306	0	75	100427122	100427646
HWI-D00733:75:C8DV0ANXX:7:1211:8753:52284	chr9	27601773	0	46	27601728	27602055|||HWI-D00733:75:C8DV0ANXX:7:1211:8753:52284~2~	chr16	66297619	1	29	66297619	66297974
HWI-D00733:75:C8DV0ANXX:7:1309:13798:45519	chr9	86928964	0	60	86928905	86929005
HWI-D00733:75:C8DV0ANXX:7:1314:10648:14058	chr11	104412241	1	74	104412042	104412413
HWI-D00733:75:C8DV0ANXX:7:2111:18356:35619	chr4	67163094	1	75	67161833	67163162
HWI-D00733:75:C8DV0ANXX:7:2301:8428:42223	chr6	71354137	1	31	71353282	71354164|||HWI-D00733:75:C8DV0ANXX:7:2301:8428:42223~2~	chr6	71046439	1	44	71046439	71046726
HWI-D00733:75:C8DV0ANXX:7:2309:14499:71559	chr6	54800556	1	75	54799977	54800911
HWI-D00733:75:C8DV0ANXX:7:2315:8388:71977	chr13	29517696	1	75	29517023	29517771
HWI-D00733:75:C8DV0ANXX:8:1103:1693:44711	chr4	86027432	0	75	86027325	86028302
HWI-D00733:75:C8DV0ANXX:8:1202:6398:97547	chr7	140744228	1	75	140744228	140744365
HWI-D00733:75:C8DV0ANXX:8:1208:11101:53878	chr5	142899380	0	75	142899215	142899565
HWI-D00733:75:C8DV0ANXX:8:1216:2176:76077	chr13	55353360	1	75	55352341	55353426
HWI-D00733:75:C8DV0ANXX:8:1306:4042:69690	chr1	100300192	0	75	100300077	100301929
HWI-D00733:75:C8DV0ANXX:8:1309:11960:67847	chrX	166966057	1	75	166965352	166966563
HWI-D00733:75:C8DV0ANXX:8:2111:20732:44777	chr2	53825537	1	75	53825389	53825681
HWI-D00733:75:C8DV0ANXX:8:2202:17450:47046~2~	chr1	77903434	1	55	77903434	77903718
HWI-D00733:75:C8DV0ANXX:8:2311:11277:101061	chr4	29456545	1	43	29455960	29456584|||HWI-D00733:75:C8DV0ANXX:8:2311:11277:101061~2~	chr4	51614199	0	32	51614196	51614912
HWI-D00733:75:C8DV0ANXX:8:2312:18265:47560~2~	chr6	133815188	1	53	133814504	133817314
HWI-D00733:75:C8DV0ANXX:8:2315:11618:30721	chr7	26816078	1	75	26815804	26816313
